measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Worcestershire,Both,All Ages,Depressive disorders,Number,2018,28103.82049,31241.93316,25294.08492
Prevalence,Gorontalo,Both,All Ages,Depressive disorders,Number,2018,30104.24568,34099.81204,26478.50373
Prevalence,Democratic People's Republic of Korea,Both,All Ages,Depressive disorders,Number,2019,831412.4964,986710.1803,708462.2945
Prevalence,North Macedonia,Both,All Ages,Depressive disorders,Number,2018,67294.09671,78510.11213,58825.00628
Prevalence,Vermont,Both,All Ages,Depressive disorders,Number,2018,31584.5227,34535.7145,28830.33468
Prevalence,East Asia,Both,All Ages,Depressive disorders,Number,2019,51700694.04,57628737.14,46506513.6
Prevalence,Narok,Both,All Ages,Depressive disorders,Number,2018,52694.29568,59284.92146,46575.83266
Prevalence,Costa Rica,Both,All Ages,Depressive disorders,Number,2018,162928.5445,187378.249,142992.0553
Prevalence,Puebla,Both,All Ages,Depressive disorders,Number,2018,222363.5659,246185.5707,199839.8555
Prevalence,Baringo,Both,All Ages,Depressive disorders,Number,2018,21848.28692,24548.41018,19493.15247
Prevalence,West Berkshire,Both,All Ages,Depressive disorders,Number,2018,7610.832715,8514.256452,6786.207759
Prevalence,Lebanon,Both,All Ages,Depressive disorders,Number,2018,254166.0279,290393.921,221983.4599
Prevalence,Cear?,Both,All Ages,Depressive disorders,Number,2018,399317.3596,435808.864,364961.4956
Prevalence,Middlesbrough,Both,All Ages,Depressive disorders,Number,2018,6379.274728,7086.428461,5707.539514
Prevalence,Cabo Verde,Both,All Ages,Depressive disorders,Number,2019,26357.66038,30136.66827,22917.77885
Prevalence,Spain,Both,All Ages,Depressive disorders,Number,2018,2608759.55,2866084.669,2373493.295
Prevalence,Kazakhstan,Both,All Ages,Depressive disorders,Number,2019,642565.1126,738357.3445,562527.6381
Prevalence,South Sumatra,Both,All Ages,Depressive disorders,Number,2018,193966.4704,219091.6182,170983.6536
Prevalence,United States of America,Both,All Ages,Depressive disorders,Number,2018,15202325.55,16673144.23,13905591.33
Prevalence,Nigeria,Both,All Ages,Depressive disorders,Number,2018,5620481.443,6347502.883,4982217.086
Prevalence,Shizuoka,Both,All Ages,Depressive disorders,Number,2018,89468.29319,97612.49555,81944.46436
Prevalence,Central African Republic,Both,All Ages,Depressive disorders,Number,2019,243706.7539,284080.0178,207956.0889
Prevalence,Latvia,Both,All Ages,Depressive disorders,Number,2018,94767.41778,106334.471,84465.04809
Prevalence,Nandi,Both,All Ages,Depressive disorders,Number,2018,31207.00506,35048.91729,27974.21949
Prevalence,Manchester,Both,All Ages,Depressive disorders,Number,2018,26339.22597,29834.08896,23107.70405
Prevalence,Hungary,Both,All Ages,Depressive disorders,Number,2019,360365.0086,412234.628,315814.9049
Prevalence,Shimane,Both,All Ages,Depressive disorders,Number,2018,17841.87895,19444.6342,16359.60247
Prevalence,Grenada,Both,All Ages,Depressive disorders,Number,2019,3659.274565,4193.822216,3196.256114
Prevalence,Lambeth,Both,All Ages,Depressive disorders,Number,2018,15675.31169,17773.04803,13816.39077
Prevalence,United Kingdom,Both,All Ages,Depressive disorders,Number,2018,3157061.696,3493937.982,2838320.243
Prevalence,Senegal,Both,All Ages,Depressive disorders,Number,2018,449910.1447,519777.9578,388491.2403
Prevalence,Vanuatu,Both,All Ages,Depressive disorders,Number,2019,7462.140456,8727.97787,6386.570849
Prevalence,Hounslow,Both,All Ages,Depressive disorders,Number,2018,13329.2227,15016.13391,11841.56132
Prevalence,Telford and Wrekin,Both,All Ages,Depressive disorders,Number,2018,8028.818141,8909.677633,7170.940547
Prevalence,Kansas,Both,All Ages,Depressive disorders,Number,2018,140007.4219,153278.7158,127550.9612
Prevalence,Hiroshima,Both,All Ages,Depressive disorders,Number,2018,69551.9782,75564.53391,63525.9128
Prevalence,Middle East & North Africa - WB,Both,All Ages,Depressive disorders,Number,2019,20232419.58,23244106.95,17573196.69
Prevalence,Republic of Moldova,Both,All Ages,Depressive disorders,Number,2018,151164.3673,172792.9098,133192.7321
Prevalence,Barnet,Both,All Ages,Depressive disorders,Number,2018,18009.20702,20207.58068,16061.36154
Prevalence,Wakefield,Both,All Ages,Depressive disorders,Number,2018,16150.34094,17957.51352,14489.50784
Prevalence,Congo,Both,All Ages,Depressive disorders,Number,2019,246802.4989,285705.2021,212008.5537
Prevalence,Kazakhstan,Both,All Ages,Depressive disorders,Number,2018,637129.9774,730556.0171,562324.3413
Prevalence,Caribbean,Both,All Ages,Depressive disorders,Number,2018,1799380,2045459.632,1583497.209
Prevalence,Maluku,Both,All Ages,Depressive disorders,Number,2018,36936.64597,41694.07763,32614.36263
Prevalence,Sri Lanka,Both,All Ages,Depressive disorders,Number,2019,683083.8054,801020.8315,589075.3835
Prevalence,Shiga,Both,All Ages,Depressive disorders,Number,2018,33900.01617,37029.82548,31003.75486
Prevalence,WestPokot,Both,All Ages,Depressive disorders,Number,2018,21604.36711,24390.20375,19166.79667
Prevalence,Palestine,Both,All Ages,Depressive disorders,Number,2019,266103.3371,309332.2832,228551.3758
Prevalence,Esp?rito Santo,Both,All Ages,Depressive disorders,Number,2018,165861.5723,181328.3749,150534.5205
Prevalence,Southwark,Both,All Ages,Depressive disorders,Number,2018,14890.91097,16954.16473,13132.30817
Prevalence,Ukraine,Both,All Ages,Depressive disorders,Number,2018,2224309.993,2484535.196,1985214.411
Prevalence,Rotherham,Both,All Ages,Depressive disorders,Number,2018,12720.70403,14125.99866,11407.26528
Prevalence,United Arab Emirates,Both,All Ages,Depressive disorders,Number,2018,408367.3147,485763.9052,339547.8716
Prevalence,Poland,Both,All Ages,Depressive disorders,Number,2018,1032710.468,1152067.583,922676.5393
Prevalence,Indiana,Both,All Ages,Depressive disorders,Number,2018,345458.1769,378110.3208,314347.2111
Prevalence,Warwickshire,Both,All Ages,Depressive disorders,Number,2018,27640.05537,30688.41491,24745.38593
Prevalence,Portugal,Both,All Ages,Depressive disorders,Number,2018,597098.4379,675313.7224,526032.0638
Prevalence,Scotland,Both,All Ages,Depressive disorders,Number,2018,252804.648,287945.5591,223353.3063
Prevalence,Switzerland,Both,All Ages,Depressive disorders,Number,2019,391056.4573,437842.8798,347976.9989
Prevalence,South East England,Both,All Ages,Depressive disorders,Number,2018,432671.2123,480693.6686,387271.8105
Prevalence,Nuevo Le?n,Both,All Ages,Depressive disorders,Number,2018,192545.0536,213046.8484,173436.6039
Prevalence,Kwale,Both,All Ages,Depressive disorders,Number,2018,27445.00968,30675.31187,24448.72742
Prevalence,Chad,Both,All Ages,Depressive disorders,Number,2019,523660.9453,611186.6418,450808.7863
Prevalence,Caribbean,Both,All Ages,Depressive disorders,Number,2019,1830502.243,2081114.359,1603312.589
Prevalence,Okinawa,Both,All Ages,Depressive disorders,Number,2018,34260.79899,37367.7635,31199.67705
Prevalence,Morocco,Both,All Ages,Depressive disorders,Number,2019,1889973.575,2179215.282,1640963.196
Prevalence,Australasia,Both,All Ages,Depressive disorders,Number,2019,1331026.381,1511878.474,1177146.722
Prevalence,Blackburn with Darwen,Both,All Ages,Depressive disorders,Number,2018,7118.994311,7940.765686,6332.822081
Prevalence,Kyrgyzstan,Both,All Ages,Depressive disorders,Number,2019,202781.8799,234892.8913,176078.4888
Prevalence,Myanmar,Both,All Ages,Depressive disorders,Number,2019,1208781.923,1471811.58,1014774.401
Prevalence,World Bank Income Levels,Both,All Ages,Depressive disorders,Number,2018,275279095,304903915.6,248369335.4
Prevalence,Kanagawa,Both,All Ages,Depressive disorders,Number,2018,228310.7044,248754.0591,208866.9716
Prevalence,Harrow,Both,All Ages,Depressive disorders,Number,2018,12493.55624,13973.99228,11132.50094
Prevalence,Blackpool,Both,All Ages,Depressive disorders,Number,2018,6922.352166,7708.67715,6186.899775
Prevalence,Riau Islands,Both,All Ages,Depressive disorders,Number,2018,41297.61326,46908.97015,36320.46986
Prevalence,Yucat?n,Both,All Ages,Depressive disorders,Number,2018,87297.23424,96894.96956,78642.29723
Prevalence,Ky?to,Both,All Ages,Depressive disorders,Number,2018,65894.49524,71950.19316,60243.64951
Prevalence,Distrito Federal,Both,All Ages,Depressive disorders,Number,2018,123760.7029,136518.8885,112088.2356
Prevalence,North Africa and Middle East,Both,All Ages,Depressive disorders,Number,2018,25836042.63,29525843.06,22455416.49
Prevalence,Lebanon,Both,All Ages,Depressive disorders,Number,2019,247505.3494,285772.7969,212485.0319
Prevalence,Latvia,Both,All Ages,Depressive disorders,Number,2019,94416.86384,106362.7215,83280.13919
Prevalence,Colombia,Both,All Ages,Depressive disorders,Number,2018,1121955.544,1269892.564,994806.1245
Prevalence,Tonga,Both,All Ages,Depressive disorders,Number,2018,2432.81453,2855.549022,2096.124129
Prevalence,Sub-Saharan Africa,Both,All Ages,Depressive disorders,Number,2019,36315743.43,41328740.46,31946513.27
Prevalence,Portsmouth,Both,All Ages,Depressive disorders,Number,2018,10177.24879,11405.09123,9035.952686
Prevalence,Latin America and Caribbean,Both,All Ages,Depressive disorders,Number,2018,20603593.26,22912781.56,18601008.09
Prevalence,Equatorial Guinea,Both,All Ages,Depressive disorders,Number,2018,60729.24439,71786.28406,52051.65089
Prevalence,Ukraine,Both,All Ages,Depressive disorders,Number,2019,2211421.163,2470734.141,1975311.108
Prevalence,African Union,Both,All Ages,Depressive disorders,Number,2018,44753191.78,50974266.84,39217447.25
Prevalence,Ohio,Both,All Ages,Depressive disorders,Number,2018,554409.5394,607317.0833,506110.6261
Prevalence,Kensington and Chelsea,Both,All Ages,Depressive disorders,Number,2018,7746.758524,8746.073915,6874.617004
Prevalence,Turkmenistan,Both,All Ages,Depressive disorders,Number,2019,148082.16,172396.4929,127760.8821
Prevalence,S?o Paulo,Both,All Ages,Depressive disorders,Number,2018,1971059.86,2174603.427,1800390.705
Prevalence,United Kingdom,Both,All Ages,Depressive disorders,Number,2019,3177564.57,3532313.027,2855978.232
Prevalence,Russian Federation,Both,All Ages,Depressive disorders,Number,2018,5486842.501,6091629.974,4902995.218
Prevalence,India,Both,All Ages,Depressive disorders,Number,2019,50059379.45,55445034.84,45057236.54
Prevalence,Haiti,Both,All Ages,Depressive disorders,Number,2019,402655.4352,471879.2825,344686.6872
Prevalence,Somerset,Both,All Ages,Depressive disorders,Number,2018,26656.18021,29563.04376,23844.48228
Prevalence,Lesotho,Both,All Ages,Depressive disorders,Number,2019,103287.5468,120038.8624,89289.30308
Prevalence,Sweden,Both,All Ages,Depressive disorders,Number,2019,482156.4167,528211.0134,438344.0841
Prevalence,Illinois,Both,All Ages,Depressive disorders,Number,2018,548077.8807,605354.7978,498533.5723
Prevalence,United States of America,Both,All Ages,Depressive disorders,Number,2019,15290457.49,16775562,13907927.8
Prevalence,Samoa,Both,All Ages,Depressive disorders,Number,2018,5135.298069,6022.699527,4410.738427
Prevalence,Morelos,Both,All Ages,Depressive disorders,Number,2018,71611.92551,79376.31594,64729.37566
Prevalence,Lithuania,Both,All Ages,Depressive disorders,Number,2019,145334.852,164100.4002,127248.6207
Prevalence,Bangladesh,Both,All Ages,Depressive disorders,Number,2018,7061527.993,8027329.534,6177225.189
Prevalence,Paraguay,Both,All Ages,Depressive disorders,Number,2018,251031.1591,288358.1731,218132.4045
Prevalence,Westminster,Both,All Ages,Depressive disorders,Number,2018,11276.29303,12744.31749,9959.830169
Prevalence,Bahamas,Both,All Ages,Depressive disorders,Number,2019,12783.68769,14834.68165,11021.86437
Prevalence,Sierra Leone,Both,All Ages,Depressive disorders,Number,2019,275539.8204,319495.7583,237016.8634
Prevalence,Gloucestershire,Both,All Ages,Depressive disorders,Number,2018,30021.08886,33332.38756,26854.50336
Prevalence,Germany,Both,All Ages,Depressive disorders,Number,2018,3510876.499,3947456.968,3135923.284
Prevalence,Libya,Both,All Ages,Depressive disorders,Number,2018,317298.5679,369513.9239,274554.9628
Prevalence,Ireland,Both,All Ages,Depressive disorders,Number,2018,227601.55,254159.4736,204674.6182
Prevalence,Saitama,Both,All Ages,Depressive disorders,Number,2018,182568.7336,199531.7174,167189.5661
Prevalence,Sao Tome and Principe,Both,All Ages,Depressive disorders,Number,2018,6180.721982,7230.881509,5313.620626
Prevalence,?saka,Both,All Ages,Depressive disorders,Number,2018,226036.6489,246698.2283,205718.0097
Prevalence,New Zealand,Both,All Ages,Depressive disorders,Number,2018,170086.0404,189192.7959,152679.1731
Prevalence,Central Sulawesi,Both,All Ages,Depressive disorders,Number,2019,71702.89053,80875.15084,63355.05083
Prevalence,Bahrain,Both,All Ages,Depressive disorders,Number,2019,77432.23605,90804.5045,66328.89144
Prevalence,Western Europe,Both,All Ages,Depressive disorders,Number,2018,19897999.66,21983293.45,18026317.42
Prevalence,Cheshire East,Both,All Ages,Depressive disorders,Number,2018,18579.66971,20659.4202,16686.94921
Prevalence,Palau,Both,All Ages,Depressive disorders,Number,2019,660.0545474,786.2360464,551.7180871
Prevalence,Miyagi,Both,All Ages,Depressive disorders,Number,2018,58208.07259,63153.53487,53199.46979
Prevalence,American Samoa,Both,All Ages,Depressive disorders,Number,2019,1433.028998,1682.959849,1227.420802
Prevalence,South Asia - WB,Both,All Ages,Depressive disorders,Number,2019,67689067.38,75264629.08,60544732.62
Prevalence,T?ky?,Both,All Ages,Depressive disorders,Number,2018,450688.4042,493814.4706,410172.9978
Prevalence,Ireland,Both,All Ages,Depressive disorders,Number,2019,228118.2871,254343.7821,204603.1395
Prevalence,Taiwan (Province of China),Both,All Ages,Depressive disorders,Number,2018,809135.7208,959262.7765,693749.6715
Prevalence,Malawi,Both,All Ages,Depressive disorders,Number,2018,528272.7607,616143.1453,453623.0689
Prevalence,Latin America and Caribbean,Both,All Ages,Depressive disorders,Number,2019,20926459.57,23239979.83,18822993.46
Prevalence,Slough,Both,All Ages,Depressive disorders,Number,2018,6881.863891,7753.932177,6110.22657
Prevalence,Australia,Both,All Ages,Depressive disorders,Number,2018,1140466.805,1299003.126,1006779.679
Prevalence,Northern Mariana Islands,Both,All Ages,Depressive disorders,Number,2019,1413.255894,1672.430586,1203.86725
Prevalence,Portugal,Both,All Ages,Depressive disorders,Number,2019,598389.3089,683373.3448,525260.4464
Prevalence,Sinaloa,Both,All Ages,Depressive disorders,Number,2019,106228.1616,117334.056,95600.95558
Prevalence,Cambridgeshire,Both,All Ages,Depressive disorders,Number,2018,32109.79881,35816.41021,28652.20365
Prevalence,Benin,Both,All Ages,Depressive disorders,Number,2019,387938.7116,450581.8851,335062.7583
Prevalence,West Kalimantan,Both,All Ages,Depressive disorders,Number,2018,113489.7107,128075.6943,100016.486
Prevalence,Bracknell Forest,Both,All Ages,Depressive disorders,Number,2018,5460.138283,6081.361246,4877.175793
Prevalence,Burkina Faso,Both,All Ages,Depressive disorders,Number,2019,683905.5248,790131.5842,588392.9512
Prevalence,Iceland,Both,All Ages,Depressive disorders,Number,2019,11376.53112,13016.12169,9967.255145
Prevalence,Cook Islands,Both,All Ages,Depressive disorders,Number,2018,621.3169751,733.5478493,525.1091913
Prevalence,Bromley,Both,All Ages,Depressive disorders,Number,2018,15512.38702,17244.90803,13813.54914
Prevalence,Saint Lucia,Both,All Ages,Depressive disorders,Number,2018,6518.530302,7444.441818,5698.016044
Prevalence,Vihiga,Both,All Ages,Depressive disorders,Number,2018,26810.62712,29863.96205,24007.2022
Prevalence,Leeds,Both,All Ages,Depressive disorders,Number,2018,36811.4759,41342.10454,32846.25756
Prevalence,Central Kalimantan,Both,All Ages,Depressive disorders,Number,2018,57651.79273,65291.5803,50767.52719
Prevalence,Mauritius,Both,All Ages,Depressive disorders,Number,2018,57300.1666,65814.42764,50021.32789
Prevalence,Honduras,Both,All Ages,Depressive disorders,Number,2019,267210.9543,310707.6902,232029.2117
Prevalence,Saint Kitts and Nevis,Both,All Ages,Depressive disorders,Number,2018,2618.844921,3118.750593,2196.478724
Prevalence,Nepal,Both,All Ages,Depressive disorders,Number,2019,1360058.912,1549478.926,1196747.155
Prevalence,Serbia,Both,All Ages,Depressive disorders,Number,2019,309002.8582,354181.6684,271959.7914
Prevalence,Libya,Both,All Ages,Depressive disorders,Number,2019,325500.3591,378683.9009,281284.1504
Prevalence,North Dakota,Both,All Ages,Depressive disorders,Number,2018,29345.98301,32451.56261,26716.68475
Prevalence,North Africa and Middle East,Both,All Ages,Depressive disorders,Number,2018,25836042.63,29525843.06,22455416.49
Prevalence,Norfolk,Both,All Ages,Depressive disorders,Number,2018,43601.07342,48438.2267,39199.31534
Prevalence,Spain,Both,All Ages,Depressive disorders,Number,2019,2629831.176,2897416.149,2379897.119
Prevalence,Hackney,Both,All Ages,Depressive disorders,Number,2018,13471.84552,15399.27304,11826.25647
Prevalence,Trinidad and Tobago,Both,All Ages,Depressive disorders,Number,2019,60445.31368,69202.5103,52603.61173
Prevalence,Nauru,Both,All Ages,Depressive disorders,Number,2019,279.7384765,337.8926811,230.599155
Prevalence,Solomon Islands,Both,All Ages,Depressive disorders,Number,2019,16150.12883,18928.15406,13832.70907
Prevalence,Montenegro,Both,All Ages,Depressive disorders,Number,2018,21184.85474,24309.11783,18647.14209
Prevalence,Mozambique,Both,All Ages,Depressive disorders,Number,2019,995930.337,1149179.543,849762.906
Prevalence,High-income,Both,All Ages,Depressive disorders,Number,2019,44656754.45,49198944.23,40614283.6
Prevalence,Warrington,Both,All Ages,Depressive disorders,Number,2018,10062.18111,11206.6622,9022.948125
Prevalence,Germany,Both,All Ages,Depressive disorders,Number,2019,3492813.775,3931012.629,3086471.807
Prevalence,Kakamega,Both,All Ages,Depressive disorders,Number,2018,85098.65383,95237.89765,75742.91171
Prevalence,Mato Grosso do Sul,Both,All Ages,Depressive disorders,Number,2019,117469.9317,129542.8047,106645.8357
Prevalence,Syrian Arab Republic,Both,All Ages,Depressive disorders,Number,2019,603982.0605,698042.2065,520137.7224
Prevalence,Madagascar,Both,All Ages,Depressive disorders,Number,2018,918761.4969,1064731.515,794422.7397
Prevalence,Colombia,Both,All Ages,Depressive disorders,Number,2019,1141467.125,1295682.086,1005858.041
Prevalence,Nottinghamshire,Both,All Ages,Depressive disorders,Number,2018,39295.93713,43736.06842,35114.33107
Prevalence,Bomet,Both,All Ages,Depressive disorders,Number,2018,48559.87077,54490.30954,43141.29912
Prevalence,Gambia,Both,All Ages,Depressive disorders,Number,2018,87873.71523,102243.5308,76093.67244
Prevalence,Sunderland,Both,All Ages,Depressive disorders,Number,2018,13166.74888,14659.77864,11784.5627
Prevalence,Uganda,Both,All Ages,Depressive disorders,Number,2019,1795180.854,2089658.628,1547193.953
Prevalence,Ealing,Both,All Ages,Depressive disorders,Number,2018,16890.56158,18966.17143,14980.86272
Prevalence,Surrey,Both,All Ages,Depressive disorders,Number,2018,56405.4736,62838.21395,50463.90028
Prevalence,Greece,Both,All Ages,Depressive disorders,Number,2019,643258.2007,730480.925,561212.8468
Prevalence,Bosnia and Herzegovina,Both,All Ages,Depressive disorders,Number,2019,116460.8465,135105.6281,100969.772
Prevalence,Samoa,Both,All Ages,Depressive disorders,Number,2019,5263.16758,6170.487972,4508.026316
Prevalence,El Salvador,Both,All Ages,Depressive disorders,Number,2019,214218.528,247655.9206,187844.8704
Prevalence,Jalisco,Both,All Ages,Depressive disorders,Number,2019,309024.7319,343919.4609,276958.9806
Prevalence,St Helens,Both,All Ages,Depressive disorders,Number,2018,8427.109363,9408.925404,7522.37649
Prevalence,Nottingham,Both,All Ages,Depressive disorders,Number,2018,15373.91255,17297.73337,13611.34918
Prevalence,Stockton-on-Tees,Both,All Ages,Depressive disorders,Number,2018,9320.33835,10356.12412,8320.965286
Prevalence,Philippines,Both,All Ages,Depressive disorders,Number,2019,2884234.638,3223309.275,2559239.932
Prevalence,Tennessee,Both,All Ages,Depressive disorders,Number,2019,347304.4051,382371.2341,311829.5301
Prevalence,Baja California Sur,Both,All Ages,Depressive disorders,Number,2019,31001.00801,34571.66806,27521.51943
Prevalence,Miyazaki,Both,All Ages,Depressive disorders,Number,2018,27625.82076,30204.00446,25283.71155
Prevalence,Durango,Both,All Ages,Depressive disorders,Number,2018,63271.95944,70326.81162,56992.23083
Prevalence,Enfield,Both,All Ages,Depressive disorders,Number,2018,15780.10197,17680.68462,14085.28873
Prevalence,Campeche,Both,All Ages,Depressive disorders,Number,2019,37918.71635,42512.64937,33917.1565
Prevalence,Northumberland,Both,All Ages,Depressive disorders,Number,2018,15763.71749,17514.18192,14093.67949
Prevalence,Southampton,Both,All Ages,Depressive disorders,Number,2018,11529.84063,12927.73836,10267.50433
Prevalence,Guatemala,Both,All Ages,Depressive disorders,Number,2018,561898.7858,648685.0438,485000.161
Prevalence,Kericho,Both,All Ages,Depressive disorders,Number,2018,17773.78607,19787.35795,15856.48123
Prevalence,Iowa,Both,All Ages,Depressive disorders,Number,2018,139194.362,153947.5112,127114.1729
Prevalence,Tajikistan,Both,All Ages,Depressive disorders,Number,2019,231009.2811,271995.276,198028.4721
Prevalence,Wakayama,Both,All Ages,Depressive disorders,Number,2019,23952.75467,26328.24251,21774.87578
Prevalence,Leicester,Both,All Ages,Depressive disorders,Number,2018,16940.07943,19081.98996,14992.06772
Prevalence,Cameroon,Both,All Ages,Depressive disorders,Number,2019,993098.3001,1150152.498,855424.8719
Prevalence,Rio Grande do Sul,Both,All Ages,Depressive disorders,Number,2019,532644.9375,585105.4448,480696.7909
Prevalence,Guinea,Both,All Ages,Depressive disorders,Number,2019,390002.3521,450724.4782,335195.3073
Prevalence,Tonga,Both,All Ages,Depressive disorders,Number,2019,2456.401538,2869.657166,2111.788912
Prevalence,Jambi,Both,All Ages,Depressive disorders,Number,2019,85368.62654,96471.88292,75009.30824
Prevalence,Riau,Both,All Ages,Depressive disorders,Number,2019,172914.9928,195575.0092,151496.8171
Prevalence,Algeria,Both,All Ages,Depressive disorders,Number,2018,1699103.523,1969282.491,1471644.747
Prevalence,Belgium,Both,All Ages,Depressive disorders,Number,2019,469479.9766,530419.8675,413590.9237
Prevalence,Tottori,Both,All Ages,Depressive disorders,Number,2019,13903.44554,15164.90594,12683.77668
Prevalence,High-income Asia Pacific,Both,All Ages,Depressive disorders,Number,2019,4743550.734,5189161.764,4323198.621
Prevalence,Brent,Both,All Ages,Depressive disorders,Number,2018,15912.28722,17911.08332,14054.44778
Prevalence,North Maluku,Both,All Ages,Depressive disorders,Number,2018,25650.17832,28955.2428,22575.84197
Prevalence,Maryland,Both,All Ages,Depressive disorders,Number,2019,264671.1209,298195.1907,235931.3158
Prevalence,Zacatecas,Both,All Ages,Depressive disorders,Number,2018,55690.82128,61599.46749,49953.65967
Prevalence,Massachusetts,Both,All Ages,Depressive disorders,Number,2019,307648.426,338413.6791,279772.2138
Prevalence,Niue,Both,All Ages,Depressive disorders,Number,2019,57.00740414,67.56536639,48.38665088
Prevalence,Alabama,Both,All Ages,Depressive disorders,Number,2019,231328.8848,255205.1582,210165.0175
Prevalence,Colorado,Both,All Ages,Depressive disorders,Number,2018,277988.5486,304523.5169,254610.2513
Prevalence,West Nusa Tenggara,Both,All Ages,Depressive disorders,Number,2018,119568.5864,135269.0233,105681.9818
Prevalence,Bournemouth,Both,All Ages,Depressive disorders,Number,2018,9664.991007,10784.20155,8619.447675
Prevalence,Zambia,Both,All Ages,Depressive disorders,Number,2019,559699.0526,655683.7589,478745.1512
Prevalence,Kajiado,Both,All Ages,Depressive disorders,Number,2018,35385.77508,39721.59726,31477.98298
Prevalence,Romania,Both,All Ages,Depressive disorders,Number,2019,647908.8612,744302.2091,564655.5433
Prevalence,Guam,Both,All Ages,Depressive disorders,Number,2019,5661.783861,6530.225613,4926.243117
Prevalence,Ibaraki,Both,All Ages,Depressive disorders,Number,2019,70118.68681,77049.45461,63859.04048
Prevalence,Oldham,Both,All Ages,Depressive disorders,Number,2018,10697.11083,11942.40073,9548.1781
Prevalence,Sergipe,Both,All Ages,Depressive disorders,Number,2019,94223.30553,103943.153,84804.51852
Prevalence,Republic of Moldova,Both,All Ages,Depressive disorders,Number,2019,150412.3043,172821.8883,131189.2761
Prevalence,Bermuda,Both,All Ages,Depressive disorders,Number,2018,2582.808695,2947.162851,2251.459895
Prevalence,Essex,Both,All Ages,Depressive disorders,Number,2018,69655.21852,77282.2636,62338.42252
Prevalence,Paraguay,Both,All Ages,Depressive disorders,Number,2019,254776.9086,292425.6808,221570.397
Prevalence,Yogyakarta,Both,All Ages,Depressive disorders,Number,2019,100959.7933,113569.5566,89256.89442
Prevalence,United States Virgin Islands,Both,All Ages,Depressive disorders,Number,2019,4128.109989,4739.613352,3603.371394
Prevalence,North West England,Both,All Ages,Depressive disorders,Number,2019,351376.3515,390931.0068,314231.8546
Prevalence,Oceania,Both,All Ages,Depressive disorders,Number,2019,351491.1796,410796.1071,299653.6949
Prevalence,Washington,Both,All Ages,Depressive disorders,Number,2018,367677.7017,405519.0371,335170.513
Prevalence,Sudan,Both,All Ages,Depressive disorders,Number,2019,1548239.422,1813467.183,1339869.024
Prevalence,M?xico,Both,All Ages,Depressive disorders,Number,2019,608117.3322,679841.5003,542797.4254
Prevalence,Acre,Both,All Ages,Depressive disorders,Number,2019,35858.75811,39890.21365,32226.98833
Prevalence,Windsor and Maidenhead,Both,All Ages,Depressive disorders,Number,2018,7282.430092,8094.872391,6523.313529
Prevalence,UasinGishu,Both,All Ages,Depressive disorders,Number,2018,40040.5656,45145.1869,35619.00517
Prevalence,Costa Rica,Both,All Ages,Depressive disorders,Number,2019,165166.4806,189586.2651,144267.418
Prevalence,Swindon,Both,All Ages,Depressive disorders,Number,2018,11075.59543,12392.67265,9834.619341
Prevalence,Hammersmith and Fulham,Both,All Ages,Depressive disorders,Number,2018,9357.898689,10623.34403,8294.323762
Prevalence,Saint Lucia,Both,All Ages,Depressive disorders,Number,2019,6677.397481,7647.087641,5826.570741
Prevalence,Namibia,Both,All Ages,Depressive disorders,Number,2018,73315.68287,85403.61127,63310.74606
Prevalence,Guatemala,Both,All Ages,Depressive disorders,Number,2019,574687.9857,663006.8036,491014.0527
Prevalence,C?te d'Ivoire,Both,All Ages,Depressive disorders,Number,2018,755630.7482,884475.6812,647779.2714
Prevalence,Murang'a,Both,All Ages,Depressive disorders,Number,2019,46717.87199,52074.4975,41881.9166
Prevalence,Florida,Both,All Ages,Depressive disorders,Number,2019,1055350.266,1168549.246,951676.6007
Prevalence,Wajir,Both,All Ages,Depressive disorders,Number,2018,27689.85521,31333.87938,24561.43522
Prevalence,Antigua and Barbuda,Both,All Ages,Depressive disorders,Number,2019,3055.653459,3559.750333,2638.185315
Prevalence,Tochigi,Both,All Ages,Depressive disorders,Number,2019,48683.52391,53165.91143,44292.93733
Prevalence,Bahia,Both,All Ages,Depressive disorders,Number,2018,547403.6919,604530.7617,494745.0493
Prevalence,Nairobi,Both,All Ages,Depressive disorders,Number,2019,170762.0002,194135.8391,150642.8953
Prevalence,Gunma,Both,All Ages,Depressive disorders,Number,2019,49444.80218,54188.84016,45049.80044
Prevalence,Democratic Republic of the Congo,Both,All Ages,Depressive disorders,Number,2018,3502670.636,4094453.475,3016815.949
Prevalence,Thailand,Both,All Ages,Depressive disorders,Number,2018,2496652.158,2916431.507,2156566.418
Prevalence,Bali,Both,All Ages,Depressive disorders,Number,2019,114997.664,129245.5168,101921.9545
Prevalence,East Riding of Yorkshire,Both,All Ages,Depressive disorders,Number,2018,17028.86617,18974.34172,15208.56325
Prevalence,Northern Ireland,Both,All Ages,Depressive disorders,Number,2019,93118.10864,105165.8514,81675.98075
Prevalence,Newcastle upon Tyne,Both,All Ages,Depressive disorders,Number,2018,13610.1897,15258.65499,12092.37812
Prevalence,Poland,Both,All Ages,Depressive disorders,Number,2019,1090060.912,1220007.177,976274.3212
Prevalence,Kagoshima,Both,All Ages,Depressive disorders,Number,2018,36115.52897,39680.23984,32509.72523
Prevalence,East Java,Both,All Ages,Depressive disorders,Number,2019,1068964.766,1195215.41,946663.7576
